respID,qID,altID,obsID,profileID,price,distance,DistancetoMetro,Squarefootage,CommunityWasherDryer,FitnessRoom,Parking,Washer_dryer_in_room,sewageandtrash,WaterPower,Allincluded
144,1,2,1145,8196,2500,About 3 miles,10/2.5,500,1,0,1,0,0,1,1
144,1,3,1145,3146,2000,About 3 miles,10/2.5,More than 750,0,1,1,0,0,1,0
144,2,1,1146,5107,1500,About 3 miles,Less than 5,500,1,1,1,1,1,1,0
144,2,2,1146,560,2000,Less than 1 Mile,15/5,More than 750,0,1,1,0,0,0,0
144,2,3,1146,6396,2500,About 3 miles,15/5,More than 750,0,1,1,1,0,0,1
144,3,1,1147,3385,1500,Less than 1 Mile,10/2.5,More than 750,1,0,0,1,0,1,0
144,3,2,1147,6977,2000,Less than 1 Mile,10/2.5,500,0,1,1,0,1,0,1
144,3,3,1147,1560,2500,Less than 1 Mile,15/5,500,1,1,0,0,1,0,0
144,4,1,1148,1696,1500,About 3 miles,15/5,More than 750,0,0,1,0,1,0,0
144,4,2,1148,3553,1500,More than 5 mils,10/2.5,More than 750,1,1,0,1,0,1,0
144,4,3,1148,7516,1500,Less than 1 Mile,10/2.5,More than 750,0,0,1,1,1,0,1
144,5,1,1149,5098,1500,About 3 miles,15/5,More than 750,0,1,1,1,1,1,0
144,5,2,1149,5265,2500,More than 5 mils,15/5,More than 750,0,0,0,0,0,0,1
144,5,3,1149,1988,2000,More than 5 mils,10/2.5,600,0,0,0,1,1,0,0
144,6,1,1150,5508,2500,More than 5 mils,15/5,More than 750,1,1,0,0,0,0,1
144,6,2,1150,6251,2000,About 3 miles,10/2.5,500,1,0,1,1,0,0,1
144,6,3,1150,7733,2000,Less than 1 Mile,10/2.5,600,1,1,1,1,1,0,1
144,7,1,1151,10248,2500,About 3 miles,10/2.5,600,0,1,1,1,1,1,1
144,7,2,1151,9773,2000,More than 5 mils,15/5,600,0,0,0,1,1,1,1
144,7,3,1151,5083,1500,More than 5 mils,Less than 5,More than 750,0,1,1,1,1,1,0
144,8,1,1152,6773,2000,About 3 miles,15/5,600,1,1,0,0,1,0,1
144,8,2,1152,5997,2500,Less than 1 Mile,Less than 5,500,0,1,0,1,0,0,1
144,8,3,1152,7716,2500,Less than 1 Mile,15/5,500,1,1,1,1,1,0,1
145,1,1,1153,1754,2000,More than 5 mils,15/5,600,1,0,1,0,1,0,0
145,1,2,1153,520,1500,More than 5 mils,Less than 5,600,0,1,1,0,0,0,0
145,1,3,1153,3495,2500,Less than 1 Mile,10/2.5,500,1,1,0,1,0,1,0
145,2,1,1154,7903,1500,Less than 1 Mile,15/5,600,1,0,0,0,0,1,1
145,2,2,1154,1811,2000,Less than 1 Mile,Less than 5,600,0,1,1,0,1,0,0
145,2,3,1154,7719,2500,About 3 miles,15/5,500,1,1,1,1,1,0,1
145,3,1,1155,9060,2500,About 3 miles,10/2.5,More than 750,1,1,1,1,0,1,1
145,3,2,1155,7902,2500,More than 5 mils,10/2.5,600,1,0,0,0,0,1,1
145,3,3,1155,4462,1500,More than 5 mils,Less than 5,500,1,1,1,0,1,1,0
145,4,1,1156,3006,2500,More than 5 mils,Less than 5,500,1,0,1,0,0,1,0
145,4,2,1156,9223,1500,More than 5 mils,10/2.5,More than 750,1,0,0,0,1,1,1
145,4,3,1156,33,2500,About 3 miles,Less than 5,600,0,0,0,0,0,0,0
145,5,1,1157,6524,2000,More than 5 mils,10/2.5,600,0,0,0,0,1,0,1
145,5,2,1157,3842,2000,More than 5 mils,Less than 5,600,1,1,1,1,0,1,0
145,5,3,1157,203,2000,About 3 miles,10/2.5,600,0,1,0,0,0,0,0
145,6,1,1158,1759,1500,About 3 miles,Less than 5,More than 750,1,0,1,0,1,0,0
145,6,2,1158,664,1500,More than 5 mils,10/2.5,500,0,0,0,1,0,0,0
145,6,3,1158,9219,2500,Less than 1 Mile,10/2.5,More than 750,1,0,0,0,1,1,1
145,7,1,1159,8847,2500,More than 5 mils,10/2.5,500,1,0,1,1,0,1,1
145,7,2,1159,7842,2500,Less than 1 Mile,10/2.5,More than 750,0,0,0,0,0,1,1
145,7,3,1159,6880,1500,About 3 miles,15/5,More than 750,0,0,1,0,1,0,1
145,8,1,1160,6259,1500,About 3 miles,15/5,500,1,0,1,1,0,0,1
145,8,2,1160,7046,2000,More than 5 mils,15/5,More than 750,0,1,1,0,1,0,1
145,8,3,1160,9987,2500,About 3 miles,15/5,500,1,1,0,1,1,1,1
146,1,1,1161,2488,1500,About 3 miles,Less than 5,More than 750,0,1,1,1,1,0,0
146,1,2,1161,2427,2500,About 3 miles,15/5,More than 750,1,0,1,1,1,0,0
146,1,3,1161,7027,1500,More than 5 mils,Less than 5,More than 750,0,1,1,0,1,0,1
146,2,1,1162,1327,1500,About 3 miles,Less than 5,600,0,0,0,0,1,0,0
146,2,2,1162,6422,2000,About 3 miles,15/5,500,1,1,1,1,0,0,1
146,2,3,1162,5832,2500,More than 5 mils,15/5,More than 750,1,1,1,0,0,0,1
146,3,1,1163,782,2000,More than 5 mils,15/5,600,1,0,0,1,0,0,0
146,3,2,1163,232,1500,More than 5 mils,10/2.5,More than 750,0,1,0,0,0,0,0
146,3,3,1163,9093,2500,Less than 1 Mile,15/5,500,0,0,0,0,1,1,1
146,4,1,1164,3711,2500,Less than 1 Mile,10/2.5,More than 750,1,0,1,1,0,1,0
146,4,2,1164,10162,1500,Less than 1 Mile,10/2.5,600,1,0,1,1,1,1,1
146,4,3,1164,9199,1500,Less than 1 Mile,15/5,600,1,0,0,0,1,1,1
146,5,1,1165,6081,2500,About 3 miles,Less than 5,500,1,1,0,1,0,0,1
146,5,2,1165,5223,2500,Less than 1 Mile,10/2.5,600,0,0,0,0,0,0,1
146,5,3,1165,8880,2500,About 3 miles,15/5,600,1,0,1,1,0,1,1
146,6,1,1166,1279,1500,Less than 1 Mile,10/2.5,More than 750,1,1,1,1,0,0,0
146,6,2,1166,296,2000,More than 5 mils,15/5,600,1,1,0,0,0,0,0
146,6,3,1166,8930,2000,Less than 1 Mile,15/5,500,0,1,1,1,0,1,1
146,7,1,1167,3964,1500,About 3 miles,15/5,More than 750,0,0,0,0,1,1,0
146,7,2,1167,10104,2500,About 3 miles,Less than 5,More than 750,0,0,1,1,1,1,1
146,7,3,1167,3267,2500,More than 5 mils,15/5,500,0,0,0,1,0,1,0
146,8,1,1168,1882,1500,Less than 1 Mile,15/5,500,1,1,1,0,1,0,0
146,8,2,1168,607,1500,About 3 miles,10/2.5,600,1,1,1,0,0,0,0
146,8,3,1168,9970,1500,More than 5 mils,Less than 5,500,1,1,0,1,1,1,1
147,1,1,1169,5136,2500,About 3 miles,Less than 5,600,1,1,1,1,1,1,0
147,1,2,1169,7051,1500,About 3 miles,Less than 5,500,1,1,1,0,1,0,1
147,1,3,1169,6483,2500,Less than 1 Mile,Less than 5,500,0,0,0,0,1,0,1
147,2,1,1170,7643,2000,Less than 1 Mile,Less than 5,600,0,1,1,1,1,0,1
147,2,2,1170,2043,2500,More than 5 mils,10/2.5,500,1,0,0,1,1,0,0
147,2,3,1170,419,2000,About 3 miles,10/2.5,500,1,0,1,0,0,0,0
147,3,1,1171,9697,1500,About 3 miles,Less than 5,More than 750,1,1,1,0,1,1,1
147,3,2,1171,9276,2500,About 3 miles,10/2.5,600,0,1,0,0,1,1,1
147,3,3,1171,9536,2000,About 3 miles,Less than 5,More than 750,1,0,1,0,1,1,1
147,4,1,1172,4438,1500,Less than 1 Mile,10/2.5,More than 750,0,1,1,0,1,1,0
147,4,2,1172,6750,2500,More than 5 mils,15/5,500,1,1,0,0,1,0,1
147,4,3,1172,4842,2500,More than 5 mils,Less than 5,More than 750,1,1,0,1,1,1,0
147,5,1,1173,8043,2500,About 3 miles,15/5,500,1,1,0,0,0,1,1
147,5,2,1173,7909,1500,More than 5 mils,15/5,600,1,0,0,0,0,1,1
147,5,3,1173,8702,2000,More than 5 mils,Less than 5,600,1,1,0,1,0,1,1
147,6,1,1174,6164,2000,More than 5 mils,Less than 5,500,0,0,1,1,0,0,1
147,6,2,1174,631,1500,Less than 1 Mile,10/2.5,More than 750,1,1,1,0,0,0,0
147,6,3,1174,1830,2500,Less than 1 Mile,15/5,600,0,1,1,0,1,0,0
147,7,1,1175,4770,2500,More than 5 mils,10/2.5,More than 750,0,1,0,1,1,1,0
147,7,2,1175,9503,2000,More than 5 mils,15/5,500,1,0,1,0,1,1,1
147,7,3,1175,6592,1500,About 3 miles,Less than 5,600,1,0,0,0,1,0,1
147,8,1,1176,5247,2500,More than 5 mils,Less than 5,More than 750,0,0,0,0,0,0,1
147,8,2,1176,7776,2500,More than 5 mils,15/5,More than 750,1,1,1,1,1,0,1
147,8,3,1176,7296,2500,About 3 miles,Less than 5,500,0,1,0,1,1,0,1
148,1,1,1177,4984,1500,More than 5 mils,10/2.5,600,1,0,1,1,1,1,0
148,1,2,1177,1770,2500,About 3 miles,10/2.5,More than 750,1,0,1,0,1,0,0
148,1,3,1177,1301,2000,About 3 miles,Less than 5,500,0,0,0,0,1,0,0
148,2,1,1178,5524,1500,More than 5 mils,10/2.5,500,0,0,1,0,0,0,1
148,2,2,1178,6214,1500,About 3 miles,Less than 5,More than 750,0,0,1,1,0,0,1
148,2,3,1178,9529,1500,More than 5 mils,15/5,600,1,0,1,0,1,1,1
148,3,1,1179,6177,2500,Less than 1 Mile,15/5,500,0,0,1,1,0,0,1
148,3,2,1179,3892,1500,About 3 miles,Less than 5,500,0,0,0,0,1,1,0
148,3,3,1179,2367,2500,More than 5 mils,10/2.5,500,1,0,1,1,1,0,0
148,4,1,1180,8594,2000,More than 5 mils,Less than 5,500,0,1,0,1,0,1,1
148,4,2,1180,8584,1500,More than 5 mils,15/5,More than 750,1,0,0,1,0,1,1
148,4,3,1180,2373,2500,About 3 miles,15/5,500,1,0,1,1,1,0,0
148,5,1,1181,8470,1500,Less than 1 Mile,15/5,600,0,0,0,1,0,1,1
148,5,2,1181,4315,1500,About 3 miles,15/5,500,1,0,1,0,1,1,0
148,5,3,1181,176,2000,About 3 miles,10/2.5,500,0,1,0,0,0,0,0
148,6,1,1182,1158,2500,About 3 miles,15/5,500,0,1,1,1,0,0,0
148,6,2,1182,9643,1500,About 3 miles,Less than 5,500,1,1,1,0,1,1,1
148,6,3,1182,4234,1500,About 3 miles,15/5,500,0,0,1,0,1,1,0
148,7,1,1183,4409,2000,More than 5 mils,Less than 5,600,0,1,1,0,1,1,0
148,7,2,1183,8449,1500,More than 5 mils,15/5,500,0,0,0,1,0,1,1
148,7,3,1183,1620,2500,More than 5 mils,15/5,More than 750,1,1,0,0,1,0,0
148,8,1,1184,2022,2500,About 3 miles,15/5,More than 750,0,0,0,1,1,0,0
148,8,2,1184,155,2000,Less than 1 Mile,15/5,More than 750,1,0,0,0,0,0,0
148,8,3,1184,34,1500,More than 5 mils,Less than 5,600,0,0,0,0,0,0,0
149,1,1,1185,6272,2000,More than 5 mils,Less than 5,600,1,0,1,1,0,0,1
149,1,2,1185,7605,2500,More than 5 mils,10/2.5,More than 750,1,0,1,1,1,0,1
149,1,3,1185,599,2000,About 3 miles,Less than 5,600,1,1,1,0,0,0,0
149,2,1,1186,1315,1500,Less than 1 Mile,15/5,500,0,0,0,0,1,0,0
149,2,2,1186,6310,1500,Less than 1 Mile,15/5,More than 750,1,0,1,1,0,0,1
149,2,3,1186,7298,2000,More than 5 mils,Less than 5,500,0,1,0,1,1,0,1
149,3,1,1187,2252,2000,Less than 1 Mile,10/2.5,More than 750,1,1,0,1,1,0,0
149,3,2,1187,4806,2500,More than 5 mils,15/5,500,1,1,0,1,1,1,0
149,3,3,1187,9760,1500,About 3 miles,10/2.5,600,0,0,0,1,1,1,1
149,4,1,1188,8712,2500,More than 5 mils,10/2.5,600,1,1,0,1,0,1,1
149,4,2,1188,10121,2000,About 3 miles,15/5,More than 750,0,0,1,1,1,1,1
149,4,3,1188,2803,1500,About 3 miles,15/5,600,0,1,0,0,0,1,0
149,5,1,1189,7933,1500,About 3 miles,15/5,More than 750,1,0,0,0,0,1,1
149,5,2,1189,9554,2000,About 3 miles,15/5,More than 750,1,0,1,0,1,1,1
149,5,3,1189,10361,2000,Less than 1 Mile,15/5,More than 750,1,1,1,1,1,1,1
149,6,1,1190,9623,2000,Less than 1 Mile,10/2.5,More than 750,0,1,1,0,1,1,1
149,6,2,1190,2527,1500,More than 5 mils,10/2.5,500,1,1,1,1,1,0,0
149,6,3,1190,7707,2500,Less than 1 Mile,10/2.5,500,1,1,1,1,1,0,1
149,7,1,1191,2713,1500,About 3 miles,10/2.5,600,1,0,0,0,0,1,0
149,7,2,1191,581,2000,About 3 miles,10/2.5,500,1,1,1,0,0,0,0
149,7,3,1191,7199,2000,More than 5 mils,10/2.5,More than 750,0,0,0,1,1,0,1
149,8,1,1192,177,2500,About 3 miles,10/2.5,500,0,1,0,0,0,0,0
149,8,2,1192,9776,2000,Less than 1 Mile,Less than 5,More than 750,0,0,0,1,1,1,1
149,8,3,1192,5485,1500,About 3 miles,Less than 5,More than 750,1,1,0,0,0,0,1
150,1,1,1193,6322,1500,About 3 miles,Less than 5,500,0,1,1,1,0,0,1
150,1,2,1193,7707,2500,Less than 1 Mile,10/2.5,500,1,1,1,1,1,0,1
150,1,3,1193,280,1500,Less than 1 Mile,10/2.5,600,1,1,0,0,0,0,0
150,2,1,1194,239,2000,About 3 miles,15/5,More than 750,0,1,0,0,0,0,0
150,2,2,1194,8219,2000,Less than 1 Mile,10/2.5,600,1,0,1,0,0,1,1
150,2,3,1194,5232,2500,Less than 1 Mile,15/5,600,0,0,0,0,0,0,1
150,3,1,1195,343,1500,Less than 1 Mile,15/5,500,0,0,1,0,0,0,0
150,3,2,1195,1739,2000,Less than 1 Mile,10/2.5,600,1,0,1,0,1,0,0
150,3,3,1195,9447,2500,About 3 miles,15/5,600,0,0,1,0,1,1,1
150,4,1,1196,6822,2500,More than 5 mils,10/2.5,500,0,0,1,0,1,0,1
150,4,2,1196,6145,1500,More than 5 mils,10/2.5,More than 750,1,1,0,1,0,0,1
150,4,3,1196,5678,2000,More than 5 mils,Less than 5,500,0,1,1,0,0,0,1
150,5,1,1197,8548,1500,More than 5 mils,10/2.5,600,1,0,0,1,0,1,1
150,5,2,1197,8188,1500,More than 5 mils,Less than 5,500,1,0,1,0,0,1,1
150,5,3,1197,7108,1500,More than 5 mils,Less than 5,More than 750,1,1,1,0,1,0,1
150,6,1,1198,5716,1500,Less than 1 Mile,15/5,600,0,1,1,0,0,0,1
150,6,2,1198,4883,2000,About 3 miles,15/5,500,0,0,1,1,1,1,0
150,6,3,1198,5399,2000,More than 5 mils,15/5,600,0,1,0,0,0,0,1
150,7,1,1199,9117,2500,More than 5 mils,10/2.5,600,0,0,0,0,1,1,1
150,7,2,1199,6270,2500,About 3 miles,Less than 5,600,1,0,1,1,0,0,1
150,7,3,1199,2347,1500,More than 5 mils,15/5,More than 750,0,0,1,1,1,0,0
150,8,1,1200,4337,2000,More than 5 mils,10/2.5,600,1,0,1,0,1,1,0
150,8,2,1200,2432,2000,Less than 1 Mile,Less than 5,500,0,1,1,1,1,0,0
150,8,3,1200,7180,1500,More than 5 mils,15/5,600,0,0,0,1,1,0,1
151,1,1,1201,1879,1500,More than 5 mils,10/2.5,500,1,1,1,0,1,0,0
151,1,2,1201,4051,1500,Less than 1 Mile,Less than 5,500,0,1,0,0,1,1,0
151,1,3,1201,10003,1500,About 3 miles,10/2.5,600,1,1,0,1,1,1,1
151,2,1,1202,4234,1500,About 3 miles,15/5,500,0,0,1,0,1,1,0
151,2,2,1202,8598,2500,Less than 1 Mile,10/2.5,500,0,1,0,1,0,1,1
151,2,3,1202,3207,2500,Less than 1 Mile,15/5,600,1,1,1,0,0,1,0
151,3,1,1203,2643,2500,About 3 miles,15/5,600,0,0,0,0,0,1,0
151,3,2,1203,5526,2500,More than 5 mils,10/2.5,500,0,0,1,0,0,0,1
151,3,3,1203,5324,2000,About 3 miles,Less than 5,More than 750,1,0,0,0,0,0,1
151,4,1,1204,9168,2500,About 3 miles,10/2.5,500,1,0,0,0,1,1,1
151,4,2,1204,5294,2000,Less than 1 Mile,Less than 5,600,1,0,0,0,0,0,1
151,4,3,1204,3172,1500,About 3 miles,10/2.5,500,1,1,1,0,0,1,0
151,5,1,1205,81,2500,More than 5 mils,15/5,More than 750,0,0,0,0,0,0,0
151,5,2,1205,8545,1500,About 3 miles,10/2.5,600,1,0,0,1,0,1,1
151,5,3,1205,5518,1500,Less than 1 Mile,10/2.5,500,0,0,1,0,0,0,1
151,6,1,1206,2440,1500,Less than 1 Mile,10/2.5,500,0,1,1,1,1,0,0
151,6,2,1206,1644,2500,About 3 miles,15/5,500,0,0,1,0,1,0,0
151,6,3,1206,5135,2000,About 3 miles,Less than 5,600,1,1,1,1,1,1,0
151,7,1,1207,7098,2500,About 3 miles,15/5,600,1,1,1,0,1,0,1
151,7,2,1207,1859,2000,About 3 miles,15/5,More than 750,0,1,1,0,1,0,0
151,7,3,1207,2494,1500,Less than 1 Mile,10/2.5,More than 750,0,1,1,1,1,0,0
151,8,1,1208,9523,1500,Less than 1 Mile,15/5,600,1,0,1,0,1,1,1
151,8,2,1208,8985,2500,Less than 1 Mile,15/5,More than 750,0,1,1,1,0,1,1
151,8,3,1208,8493,2500,About 3 miles,10/2.5,More than 750,0,0,0,1,0,1,1
152,1,1,1209,1334,2000,Less than 1 Mile,10/2.5,600,0,0,0,0,1,0,0
152,1,2,1209,9405,2500,More than 5 mils,Less than 5,500,0,0,1,0,1,1,1
152,1,3,1209,219,2500,Less than 1 Mile,Less than 5,More than 750,0,1,0,0,0,0,0
152,2,1,1210,1447,1500,More than 5 mils,10/2.5,More than 750,1,0,0,0,1,0,0
152,2,2,1210,2623,1500,About 3 miles,Less than 5,600,0,0,0,0,0,1,0
152,2,3,1210,410,2000,About 3 miles,Less than 5,500,1,0,1,0,0,0,0
152,3,1,1211,5284,1500,Less than 1 Mile,15/5,500,1,0,0,0,0,0,1
152,3,2,1211,3606,2500,About 3 miles,10/2.5,600,0,0,1,1,0,1,0
152,3,3,1211,4440,2500,Less than 1 Mile,10/2.5,More than 750,0,1,1,0,1,1,0
152,4,1,1212,712,1500,Less than 1 Mile,10/2.5,More than 750,0,0,0,1,0,0,0
152,4,2,1212,7080,2500,About 3 miles,Less than 5,600,1,1,1,0,1,0,1
152,4,3,1212,9655,1500,More than 5 mils,10/2.5,500,1,1,1,0,1,1,1
152,5,1,1213,1823,2000,About 3 miles,10/2.5,600,0,1,1,0,1,0,0
152,5,2,1213,7833,2500,Less than 1 Mile,Less than 5,More than 750,0,0,0,0,0,1,1
152,5,3,1213,6018,2500,About 3 miles,15/5,500,0,1,0,1,0,0,1
152,6,1,1214,6005,2000,Less than 1 Mile,10/2.5,500,0,1,0,1,0,0,1
152,6,2,1214,7011,2500,More than 5 mils,10/2.5,600,0,1,1,0,1,0,1
152,6,3,1214,9206,2000,More than 5 mils,15/5,600,1,0,0,0,1,1,1
152,7,1,1215,6149,2000,Less than 1 Mile,15/5,More than 750,1,1,0,1,0,0,1
152,7,2,1215,9216,2500,More than 5 mils,Less than 5,More than 750,1,0,0,0,1,1,1
152,7,3,1215,2293,1500,More than 5 mils,15/5,500,0,0,1,1,1,0,0
152,8,1,1216,7062,2500,About 3 miles,10/2.5,500,1,1,1,0,1,0,1
152,8,2,1216,4358,2000,Less than 1 Mile,10/2.5,More than 750,1,0,1,0,1,1,0
152,8,3,1216,8939,2000,Less than 1 Mile,Less than 5,600,0,1,1,1,0,1,1
153,1,1,1217,4561,1500,More than 5 mils,15/5,500,0,0,0,1,1,1,0
153,1,2,1217,4438,1500,Less than 1 Mile,10/2.5,More than 750,0,1,1,0,1,1,0
153,1,3,1217,1500,2500,About 3 miles,10/2.5,600,0,1,0,0,1,0,0
153,2,1,1218,10191,2500,Less than 1 Mile,10/2.5,More than 750,1,0,1,1,1,1,1
153,2,2,1218,6989,2000,About 3 miles,15/5,500,0,1,1,0,1,0,1
153,2,3,1218,7591,1500,About 3 miles,Less than 5,More than 750,1,0,1,1,1,0,1
153,3,1,1219,2114,2000,More than 5 mils,Less than 5,500,0,1,0,1,1,0,0
153,3,2,1219,8294,2000,About 3 miles,Less than 5,600,0,1,1,0,0,1,1
153,3,3,1219,1229,2000,About 3 miles,10/2.5,500,1,1,1,1,0,0,0
153,4,1,1220,7928,2000,More than 5 mils,10/2.5,More than 750,1,0,0,0,0,1,1
153,4,2,1220,3503,2000,Less than 1 Mile,15/5,500,1,1,0,1,0,1,0
153,4,3,1220,4733,2000,More than 5 mils,Less than 5,600,0,1,0,1,1,1,0
153,5,1,1221,283,1500,About 3 miles,10/2.5,600,1,1,0,0,0,0,0
153,5,2,1221,3581,2000,More than 5 mils,10/2.5,500,0,0,1,1,0,1,0
153,5,3,1221,8142,2500,About 3 miles,10/2.5,600,0,0,1,0,0,1,1
153,6,1,1222,7266,2500,Less than 1 Mile,Less than 5,More than 750,1,0,0,1,1,0,1
153,6,2,1222,1139,2000,About 3 miles,Less than 5,500,0,1,1,1,0,0,0
153,6,3,1222,6962,2000,About 3 miles,15/5,More than 750,1,0,1,0,1,0,1
153,7,1,1223,3765,2500,Less than 1 Mile,10/2.5,600,0,1,1,1,0,1,0
153,7,2,1223,3856,1500,About 3 miles,15/5,600,1,1,1,1,0,1,0
153,7,3,1223,1324,1500,Less than 1 Mile,Less than 5,600,0,0,0,0,1,0,0
153,8,1,1224,2502,2500,More than 5 mils,10/2.5,More than 750,0,1,1,1,1,0,0
153,8,2,1224,4073,2000,About 3 miles,15/5,500,0,1,0,0,1,1,0
153,8,3,1224,9482,2000,About 3 miles,Less than 5,500,1,0,1,0,1,1,1
154,1,1,1225,9164,2000,Less than 1 Mile,10/2.5,500,1,0,0,0,1,1,1
154,1,2,1225,9748,1500,Less than 1 Mile,Less than 5,600,0,0,0,1,1,1,1
154,1,3,1225,5304,2500,Less than 1 Mile,10/2.5,600,1,0,0,0,0,0,1
154,2,1,1226,5742,2500,More than 5 mils,10/2.5,More than 750,0,1,1,0,0,0,1
154,2,2,1226,7600,1500,About 3 miles,10/2.5,More than 750,1,0,1,1,1,0,1
154,2,3,1226,1451,2000,Less than 1 Mile,15/5,More than 750,1,0,0,0,1,0,0
154,3,1,1227,6787,1500,Less than 1 Mile,10/2.5,More than 750,1,1,0,0,1,0,1
154,3,2,1227,5894,2000,More than 5 mils,Less than 5,More than 750,0,0,0,1,0,0,1
154,3,3,1227,6140,2000,Less than 1 Mile,10/2.5,More than 750,1,1,0,1,0,0,1
154,4,1,1228,370,1500,Less than 1 Mile,15/5,600,0,0,1,0,0,0,0
154,4,2,1228,7075,1500,Less than 1 Mile,Less than 5,600,1,1,1,0,1,0,1
154,4,3,1228,934,1500,More than 5 mils,10/2.5,600,1,1,0,1,0,0,0
154,5,1,1229,8902,1500,Less than 1 Mile,15/5,More than 750,1,0,1,1,0,1,1
154,5,2,1229,6276,2500,Less than 1 Mile,10/2.5,600,1,0,1,1,0,0,1
154,5,3,1229,5426,2000,More than 5 mils,15/5,More than 750,0,1,0,0,0,0,1
154,6,1,1230,4316,2000,About 3 miles,15/5,500,1,0,1,0,1,1,0
154,6,2,1230,6725,2000,Less than 1 Mile,Less than 5,500,1,1,0,0,1,0,1
154,6,3,1230,10081,1500,Less than 1 Mile,10/2.5,600,0,0,1,1,1,1,1
154,7,1,1231,2349,2500,More than 5 mils,15/5,More than 750,0,0,1,1,1,0,0
154,7,2,1231,7476,2500,About 3 miles,15/5,500,0,0,1,1,1,0,1
154,7,3,1231,1105,1500,More than 5 mils,15/5,600,1,0,1,1,0,0,0
154,8,1,1232,9784,1500,Less than 1 Mile,10/2.5,More than 750,0,0,0,1,1,1,1
154,8,2,1232,7739,2000,More than 5 mils,10/2.5,600,1,1,1,1,1,0,1
154,8,3,1232,7033,1500,About 3 miles,10/2.5,More than 750,0,1,1,0,1,0,1
155,1,1,1233,2381,2000,About 3 miles,Less than 5,600,1,0,1,1,1,0,0
155,1,2,1233,8354,2000,Less than 1 Mile,10/2.5,500,1,1,1,0,0,1,1
155,1,3,1233,6344,2000,More than 5 mils,15/5,500,0,1,1,1,0,0,1
155,2,1,1234,6445,1500,Less than 1 Mile,15/5,600,1,1,1,1,0,0,1
155,2,2,1234,817,1500,More than 5 mils,Less than 5,500,0,1,0,1,0,0,0
155,2,3,1234,1944,2500,More than 5 mils,15/5,More than 750,1,1,1,0,1,0,0
155,3,1,1235,9631,1500,Less than 1 Mile,15/5,More than 750,0,1,1,0,1,1,1
155,3,2,1235,4184,2000,More than 5 mils,15/5,600,1,1,0,0,1,1,0
155,3,3,1235,3156,2500,About 3 miles,15/5,More than 750,0,1,1,0,0,1,0
155,4,1,1236,8697,2500,Less than 1 Mile,Less than 5,600,1,1,0,1,0,1,1
155,4,2,1236,8901,2500,More than 5 mils,10/2.5,More than 750,1,0,1,1,0,1,1
155,4,3,1236,6614,2000,More than 5 mils,15/5,600,1,0,0,0,1,0,1
155,5,1,1237,9714,2500,Less than 1 Mile,15/5,More than 750,1,1,1,0,1,1,1
155,5,2,1237,7713,2500,More than 5 mils,10/2.5,500,1,1,1,1,1,0,1
155,5,3,1237,7325,2000,More than 5 mils,Less than 5,600,0,1,0,1,1,0,1
155,6,1,1238,10156,1500,About 3 miles,Less than 5,600,1,0,1,1,1,1,1
155,6,2,1238,6428,2000,Less than 1 Mile,Less than 5,600,1,1,1,1,0,0,1
155,6,3,1238,6690,2500,Less than 1 Mile,15/5,600,0,1,0,0,1,0,1
155,7,1,1239,1417,1500,About 3 miles,10/2.5,600,1,0,0,0,1,0,0
155,7,2,1239,6705,2500,More than 5 mils,Less than 5,More than 750,0,1,0,0,1,0,1
155,7,3,1239,9451,1500,Less than 1 Mile,Less than 5,More than 750,0,0,1,0,1,1,1
155,8,1,1240,3523,1500,About 3 miles,10/2.5,600,1,1,0,1,0,1,0
155,8,2,1240,8064,2500,More than 5 mils,10/2.5,600,1,1,0,0,0,1,1
155,8,3,1240,961,1500,More than 5 mils,10/2.5,More than 750,1,1,0,1,0,0,0
156,1,1,1241,4803,2500,About 3 miles,15/5,500,1,1,0,1,1,1,0
156,1,2,1241,2882,2000,Less than 1 Mile,15/5,600,1,1,0,0,0,1,0
156,1,3,1241,5273,2000,More than 5 mils,Less than 5,500,1,0,0,0,0,0,1
156,2,1,1242,3598,1500,More than 5 mils,Less than 5,600,0,0,1,1,0,1,0
156,2,2,1242,8704,1500,Less than 1 Mile,10/2.5,600,1,1,0,1,0,1,1
156,2,3,1242,1071,2500,More than 5 mils,10/2.5,500,1,0,1,1,0,0,0
156,3,1,1243,7989,2500,About 3 miles,15/5,600,0,1,0,0,0,1,1
156,3,2,1243,2305,1500,Less than 1 Mile,10/2.5,600,0,0,1,1,1,0,0
156,3,3,1243,5513,2000,About 3 miles,Less than 5,500,0,0,1,0,0,0,1
156,4,1,1244,5790,2500,Less than 1 Mile,10/2.5,600,1,1,1,0,0,0,1
156,4,2,1244,6006,2500,Less than 1 Mile,10/2.5,500,0,1,0,1,0,0,1
156,4,3,1244,1129,1500,About 3 miles,15/5,More than 750,1,0,1,1,0,0,0
156,5,1,1245,3708,2500,More than 5 mils,Less than 5,More than 750,1,0,1,1,0,1,0
156,5,2,1245,5021,2000,More than 5 mils,15/5,More than 750,1,0,1,1,1,1,0
156,5,3,1245,2396,2000,Less than 1 Mile,15/5,600,1,0,1,1,1,0,0
156,6,1,1246,8471,2000,Less than 1 Mile,15/5,600,0,0,0,1,0,1,1
156,6,2,1246,7190,2000,More than 5 mils,Less than 5,More than 750,0,0,0,1,1,0,1
156,6,3,1246,1109,2000,Less than 1 Mile,Less than 5,More than 750,1,0,1,1,0,0,0
